biz_configuration_id,product_id,search_term,cluster_id,row_num
114,B0F33QRR6H,instant hair dye shampoo,8,529
114,B0F33QRR6H,grey hair shampoo for women,9,534
114,B0F33QRR6H,gray hair color for women,10,538
114,B0F33QRR6H,black shampoo for grey hair,11,541
114,B0F33QRR6H,grey coverage shampoo,12,545
114,B0F33QRR6H,semi-permanent hair dye shampoo,13,549
114,B0F33B6SDK,shampoo for gray hair for women,1,553
114,B0F33B6SDK,gray hair shampoo,1,554
114,B0F33B6SDK,shampoo gray hair,1,556
114,B0F33B6SDK,dye shampoo for gray hair for women,1,558
114,B0F33B6SDK,shampoo for gray hair,1,567
114,B0F33B6SDK,hair shampoo dye for women,1,573
114,B0F33B6SDK,color shampoo for gray hair,2,576
114,B0F33B6SDK,coloring shampoo,2,578
114,B0F33B6SDK,coloring shampoo for gray hair,2,582
114,B0F33B6SDK,shampoo hair dye,3,593
114,B0F33B6SDK,shampoo dye hair color,3,596
114,B0F33B6SDK,shampoo dye,3,599
114,B0F33B6SDK,dye hair shampoo,3,602
114,B0F33B6SDK,hair shampoo dye,3,605
114,B0F33B6SDK,hair dye shampoo red,4,609
114,B0F33B6SDK,hair dye shampoo for men,5,613
114,B0F33B6SDK,instant dye shampoo for gray hair,6,618
114,B0F33B6SDK,instant hair dye shampoo,6,621
114,B0F33B6SDK,novahair instant dye shampoo,7,625
114,B0F33B6SDK,color dye shampoo,8,629
114,B0F33B6SDK,gray hair shampoo for woman,9,633
114,B0F33B6SDK,grey hair shampoo for women,10,637
114,B0F33B6SDK,shampoo tinte para las canas,11,641
114,B0F33B6SDK,grey coverage shampoo,12,645
