select_box,parent_product_id,product_id,search_term,cluster_id,inf_config,kw-prediction_iteration_selected,kw-target_rank,kw-estimated_additional_sales,kw-estimated_additional_loss,kw-total_soft_score,kw-total_hard_score,sr_rc-prediction_iteration_selected,sr_rc-target_rank,sr_rc-estimated_additional_sales,sr_rc-estimated_additional_loss,sr_rc-total_soft_score,sr_rc-total_hard_score,kw_sr_rc-prediction_iteration_selected,kw_sr_rc-target_rank,kw_sr_rc-estimated_additional_sales,kw_sr_rc-estimated_additional_loss,kw_sr_rc-total_soft_score,kw_sr_rc-total_hard_score,pr-prediction_iteration_selected,pr-target_rank,pr-estimated_additional_sales,pr-estimated_additional_loss,pr-total_soft_score,pr-total_hard_score,total_soft_score_product,color_code,biz_configuration_id,session_id
TRUE,B0DR9NVBTN,B0CGG138ZT,outdoor flood light bulb,1,kw,8,1,18222.69,0,368.37,0,39,1,18222.69,39.96,5.36,-0.97,8,1,18222.69,7.25,40.05,-0.93,1,7,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,led flood light bulbs outdoor,1,kw,4,1.15,4567.84,0,90.24,-0.89,30,1,5672.32,30.33,2.6,-0.97,4,1.06,5188.29,3.1,24.94,-0.93,1,4,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,flood light bulbs outdoor,1,kw,8,1,5392.68,0,125.37,0,37,1,5392.68,37.8,2.04,-0.97,7,1.05,5048,6.22,14.92,-0.93,1,8,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,flood lights outdoor bulbs,1,kw,8,1,7338.52,0,169.56,0,45,1,7338.52,46.47,1.98,-0.96,7,1,7338.52,6.22,21.69,-0.93,1,8,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,outdoor flood light bulbs,1,kw,7,1,5287.81,0,110.45,0,40,1,5287.81,41.04,1.5,-0.97,7,1,5287.81,6.22,13.74,-0.93,1,7,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,outdoor led flood light bulb,1,kw,4,1,2347.09,0,52.81,-0.83,34,1,2347.09,34.59,1.01,-0.97,4,1,2347.09,3.1,12.74,-0.93,1,4,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,led outdoor flood light bulbs,1,kw,4,1,2046.52,0,47.23,-0.83,36,1,2046.52,36.73,0.88,-0.97,4,1,2046.52,3.1,11.36,-0.93,1,4,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,led flood light outdoor bulb,1,kw,4,1,2099.62,0,49.64,0,35,1,2099.62,35.66,0.84,-0.97,4,1,2099.62,3.1,11.06,-0.93,1,6,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,outdoor flood lights bulbs,1,kw,6,1,1686.32,0,35.77,0,44,1,1686.32,45.38,0.38,-0.97,6,1,1686.32,5.18,5.24,-0.93,1,6,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,flood light bulb outdoor,1,kw,16,1,1077.97,0,21.1,0,71,1,1077.97,76.66,0.11,-0.97,14,1,1077.97,13.5,1.43,-0.93,1,12,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,flood lights outdoor,1,kw,54,1,93019.73,0,960.21,-0.73,88,35.51,149.88,103.43,0,-1.68,52,1,93019.73,54.21,17.69,-0.95,1,40,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor led flood light,1,kw,43,1,5226.43,0,65.88,-0.73,65,32.59,7.94,69.23,0,-1.97,41,1,5226.43,42.12,1.59,-0.91,1,36,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led outdoor flood light,1,kw,46,1,4990.89,0,54.5,-0.58,72,33.47,7.38,77.95,0,-2.55,45,1,4990.89,46.47,1.14,-1.49,1,37,0,0,0,-2.57,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led flood lights outdoor,1,kw,48,1,3287.01,0,35.43,-1.28,78,33.32,5.1,86.13,0,-2.53,47,1,3287.01,48.67,0.71,-1.48,1,37,0,0,0,-2.54,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor flood light,1,kw,83,1,7893.44,0,31.6,-0.89,88,61.75,2.85,103.43,0,-1.98,80,1,7893.44,89.09,0.42,-0.93,1,65,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor led flood lights,1,kw,41,1,1491.05,0,17.78,-1.28,78,31.8,2.26,86.13,0,-2.54,39,1,1491.05,39.96,0.4,-1.48,1,35,0,0,0,-2.54,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led outdoor flood lights,1,kw,30,1,1038.68,0,14.98,-0.83,65,24.64,2.84,69.23,0,-1.98,29,1,1038.68,29.27,0.48,-0.95,1,28,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,outdoor flood light bulbs waterproof,1,kw,15,1,729.11,0,14.06,-0.83,50,10.85,10.49,51.98,0,-1.97,13,1,729.11,12.46,1.13,-0.93,1,14,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led flood light outdoor,1,kw,84,29.87,253.44,0,0.91,-1.91,65,90.32,4.06,69.23,0,-2.53,89,24.41,348.97,105.72,0,-1.81,1,94,0,0,0,-2.54,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,par38 led flood light bulbs,2,kw,6,1,2025.58,0,41.38,-0.83,100,1.84,778.4,237.99,0,-0.99,6,1,2025.58,5.18,6.72,-0.91,1,5,0,0,0,-1.99,17.46,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR9NVBTN,B0CGG138ZT,par38 outdoor flood light bulbs,2,kw,7,1,1802.36,0,39.15,0,100,3.48,242.17,237.99,0,-1.49,7,1,1802.36,6.22,5.17,-0.93,1,7,0,0,0,-1.99,17.46,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor floodlight bulb,3,sr_rc,8,1,1794.25,0,39.86,0,43,1,1794.25,44.29,0.52,-0.96,8,1,1794.25,7.25,4.35,-0.93,1,8,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led floodlights outdoor,3,sr_rc,67,1,2400.41,0,17.25,-1.38,53,53.92,0.76,55.33,0,-2.54,64,1,2400.41,68.03,0.26,-1.52,1,56,0,0,0,-2.54,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,exterior flood light bulbs,4,sr_rc,10,1,1401.34,0,27.54,0,54,1,1401.34,56.46,0.24,-0.97,9,1,1401.34,8.29,2.82,-0.93,1,9,0,0,0,-1.99,17.46,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor led light bulb,5,sr_rc,76,1,3371.19,0,18.5,-0.83,99,29.09,29.89,178.81,0,-1.93,53,1,3371.19,55.33,0.61,-0.93,1,60,0,0,0,-1.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,outdoor spotlight bulb,6,sr_rc,36,1,2059.79,0,26.44,-0.89,50,21.18,17.41,51.98,0,-1.95,29,1,2059.79,29.27,0.94,-0.96,1,31,0,0,0,-1.99,17.46,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR9NVBTN,B0CGG138ZT,led spot lights outdoor,7,sr_rc,100,49.04,52.4,0,0.01,-2.85,88,117.06,0.8,103.43,0,-2.99,100,45.96,58.97,237.99,0,-2.87,1,120,0,0,0,-2.99,17.46,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,outdoor flood light bulbs,1,kw,6,1,3870.58,0,100.35,0,37,1,3870.58,62.4,1.05,-0.98,5,1,3870.58,6.88,12.25,-0.95,1,5,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,flood lights outdoor bulbs,1,kw,12,1,5837,0,158.96,0,59,1,5837,101.61,0.71,-0.98,11,1,5837,17.22,8.4,-0.95,1,12,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood light bulbs outdoor,1,kw,12,1,5073.21,0,125.33,0,54,1,5073.21,92.56,0.64,-0.98,11,1,5073.21,17.22,6.68,-0.95,1,12,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood light bulbs,1,kw,9,1,2960.63,0,83.87,0,46,1,2960.63,78.27,0.62,-0.96,8,1,2960.63,12.05,6.13,-0.93,1,10,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led outdoor flood light bulbs,1,kw,6,1,1712.11,0,52.35,0,45,1,1712.11,76.5,0.33,-0.98,6,1,1712.11,8.6,5.23,-0.95,1,6,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood light outdoor bulb,1,kw,12,1,1720.82,0,46.68,0,51,1,1720.82,87.17,0.28,-0.98,11,1,1720.82,17.22,2.51,-0.96,1,11,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood light bulb,1,kw,12,1,931.34,0,24.7,0,48,1,931.34,81.82,0.19,-0.96,11,1,931.34,17.22,1.31,-0.93,1,12,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,outdoor flood lights bulbs,1,kw,13,1,1389.57,0,33.43,0,59,1,1389.57,101.61,0.14,-0.98,11,1,1389.57,17.22,1.79,-0.95,1,12,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,flood light bulbs outdoor,1,kw,20,1,4360.27,0,108.71,0,89,1,4360.27,164.03,0.09,-0.98,17,1,4360.27,27.59,3.79,-0.95,1,17,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,outdoor flood light bulb,1,kw,21,1,14952.09,0,310.39,-0.73,96,3.32,2989.87,193.71,0.02,-0.99,17,1,14952.09,27.59,11.12,-0.96,1,17,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,flood light bulbs,1,kw,24,1,14226.27,0,314.86,-1.45,100,1.94,6041.76,287.38,0.01,-1.6,21,1,14226.27,34.51,9.17,-1.55,1,22,0,0,0,-2.61,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,flood light bulb,1,kw,38,1,2123.3,0,38.12,-0.89,83,15.26,43.07,148.85,0,-1.87,33,1,2123.3,55.4,0.74,-0.95,1,32,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,flood light bulb outdoor,1,kw,23,1,846.37,0,19.15,-0.73,99,3.31,171.37,235.42,0,-1.53,21,1,846.37,34.51,0.58,-0.95,1,18,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,led flood light outdoor,2,kw,53,1,17725.26,0,243.29,0,79,33.23,34.66,140.11,0,-1.89,51,1,17725.26,87.17,2.72,-0.88,1,38,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,led flood light,2,kw,40,1,8879.52,0,148.68,-0.83,96,22.6,64.38,193.71,0,-1.82,38,1,8879.52,64.15,2.3,-0.93,1,32,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood lights,2,kw,16,1,4564.9,0,116.95,0,98,8.14,214.68,214.4,0,-1.41,16,1,4564.9,25.86,4,-0.93,1,18,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,outdoor led flood light,2,kw,25,1,3993.77,0,88.99,0,82,18.63,24.38,146.59,0,-1.91,24,1,3993.77,39.72,2.08,-0.88,1,23,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led flood lights outdoor,2,kw,9,1,2433.78,0,65.06,0,91,6,144.92,170.23,0,-1.6,9,1,2433.78,13.77,4.01,-0.91,1,11,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,led outdoor flood light,2,kw,56,1,3854.2,0,44.73,-0.73,77,39.04,4.53,135.95,0,-1.98,54,1,3854.2,92.56,0.45,-0.93,1,43,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,outdoor led flood lights,2,kw,16,1,1131.57,0,27.31,0,88,13.63,13.04,161.22,0,-1.95,14,1,1131.57,22.4,1.14,-0.91,1,18,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,outdoor led flood lights waterproof,2,kw,28,1,1366.38,0,27.18,0,62,18.92,6.08,107.11,0,-1.97,26,1,1366.38,43.19,0.62,-0.95,1,22,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B09XZCZ2RP,B09GWBFV8K,led outdoor flood lights,2,kw,10,1,776.82,0,20.61,0,88,7.23,32.18,161.22,0,-1.9,10,1,776.82,15.5,1.08,-0.91,1,12,0,0,0,-1.98,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,exterior flood light bulbs,3,sr_rc,10,1,1089.27,0,29.11,0,58,1.01,1075,99.79,0.15,-0.98,9,1,1089.27,13.77,1.87,-0.95,1,10,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,outdoor led light bulb,4,sr_rc,26,1,2564.9,0,56.87,0,80,1,2564.9,142.23,0.11,-0.97,22,1,2564.9,36.25,1.57,-0.91,1,24,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,floodlight bulb,5,sr_rc,13,1,1162.68,0,32.01,0,72,1,1162.68,125.99,0.05,-0.97,12,1,1162.68,18.95,1.45,-0.93,1,16,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,spot light bulb,6,sr_rc,13,1,1006.56,0,28.98,-0.53,76,1,1006.56,133.92,0.05,-1.51,12,1,1006.56,18.95,1.43,-1.46,1,16,0,0,0,-2.52,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,outdoor flood light bulbs waterproof,7,sr_rc,13,1,554.41,0,14.55,-0.73,97,2.16,193.72,202.16,0,-1.47,11,1,554.41,17.22,0.84,-0.95,1,11,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,outside light bulbs,8,sr_rc,100,5.2,210.82,0,0.05,-3.13,98,55.29,4.51,214.4,0,-3.71,77,1,1702.16,135.95,0.08,-2.68,1,83,0,0,0,-3.72,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,par 38 led flood light outdoor bulb,9,sr_rc,6,1,2421.39,0,67.35,0,100,2.04,855.66,287.38,0,-0.99,5,1,2421.39,6.88,8.21,-0.95,1,7,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,par38 outdoor flood light bulbs,9,sr_rc,15,1,1471.4,0,36.83,-0.83,19,13.7,6.19,31.05,0,-1.97,14,1,1471.4,22.4,1.6,-0.97,1,15,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,par38 led flood light bulbs,9,sr_rc,6,1,1610.41,0,43.82,-0.73,100,1.74,709.95,287.38,0,-0.99,6,1,1610.41,8.6,4.41,-0.95,1,6,0,0,0,-1.99,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,led spot lights outdoor,10,sr_rc,23,1,7621.27,0,159.38,0,91,18.29,42.43,170.23,0,-1.87,21,1,7621.27,34.51,4.44,-0.91,1,22,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,led floodlights outdoor,11,sr_rc,47,1,1841.95,0,27.41,-0.73,62,34.2,2.11,107.11,0,-1.98,45,1,1841.95,76.5,0.39,-0.95,1,37,0,0,0,-1.98,4.44,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,spotlight bulbs outdoor,12,sr_rc,26,1,985.77,0,22.29,-0.83,96,7.09,68.8,193.71,0,-1.8,21,1,985.77,34.51,0.61,-0.95,1,25,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B09XZCZ2RP,B09GWBFV8K,outdoor spotlight bulb,12,sr_rc,19,1,1577.7,0,34.61,0,93,7.02,108.91,177.63,0,-1.7,17,1,1577.7,27.59,1.23,-0.93,1,23,0,0,0,-1.99,4.44,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,emergency lights,1,kw,3,1,21774.76,0,162.14,-0.83,44,1,21774.76,60.93,1.47,-0.97,3,1,21774.76,2.82,42.07,-0.91,1,3,0,0,0,-1.99,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,emergency light,1,kw,8,1,88965.72,0,640.21,0,82,1,88965.72,117.43,1.04,-0.96,8,1,88965.72,9.87,56.3,-0.88,1,7,0,0,0,-1.99,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,emergency lights for business,1,kw,2,1.13,6603.57,0,47.58,-0.89,32,1,8740.14,43.82,0.97,-0.98,2,1.06,7680.76,1.41,22.81,-0.93,1,2,0,0,0,-1.99,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,emergency lighting,1,kw,3,1,4697.66,0,35.65,-0.73,28,1,4697.66,38.14,0.71,-0.97,3,1,4697.66,2.82,9.05,-0.91,1,3,0,0,0,-1.99,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,led emergency lights,1,kw,7,1,3096.17,0,21.61,0,77,1,3096.17,109.46,0.04,-0.98,7,1,3096.17,8.46,2.16,-0.93,1,6,0,0,0,-1.99,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DKG9FTPK,B088KVJ6J4,emergency exit light,1,kw,26,1,4720.29,0,21.33,-2.78,100,9.63,145.73,193.04,0,-3.76,23,1,4720.29,31.06,0.71,-2.86,1,17,0,0,0,-3.88,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DKG9FTPK,B088KVJ6J4,led emergency lights with battery backup,2,kw,9,1,2521.18,0,21.99,0,87,2.4,585.04,126.01,0,-1.53,9,1,2521.18,11.28,1.64,-0.93,1,5,0,0,0,-1.99,4.23,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DKG9FTPK,B088KVJ6J4,emergency exit lights with battery backup,2,kw,25,1,2592.32,0,11.79,-2.53,100,10.75,65.01,193.04,0,-3.58,23,1,2592.32,31.06,0.4,-2.61,1,18,0,0,0,-3.63,4.23,1.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DKG9FTPK,B088KVJ6J4,exit lights with emergency backup lighting,3,sr_rc,26,1,5209.03,0,21.95,-2.65,100,14.5,69.78,193.04,0,-3.69,25,1,5209.03,33.89,0.64,-2.74,1,21,0,0,0,-3.75,4.23,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,3000k led light bulbs,1,kw,12,1,4621.32,0,232.47,-0.7,66,1,4621.32,66.64,1.25,-1.67,11,1,4621.32,10.11,19.27,-1.63,1,13,0,0,0,-2.69,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,e26 edison bulb 60w led 3000k dimmable light bulbs,1,kw,9,1,540.01,0,24.34,-1.91,31,1,540.01,30.42,0.64,-2.05,8,1,540.01,7.08,3.09,-2.01,1,6,0,0,0,-3.07,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,3000k edison led light bulbs,1,kw,8,1,655.82,0,32.76,-1.35,44,1,655.82,43.72,0.46,-1.5,8,1,655.82,7.08,3.95,-1.48,1,10,0,0,0,-2.51,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,3000k light bulb,1,kw,15,1,1065.82,0,47.41,-1.53,68,1,1065.82,68.77,0.26,-1.77,13,1,1065.82,12.14,3.57,-1.73,1,16,0,0,0,-2.79,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,3000k led light bulbs dimmable,1,kw,21,1,457.04,0,18.09,-1.35,55,1,457.04,55.08,0.17,-1.58,19,1,457.04,18.22,0.91,-1.55,1,12,0,0,0,-2.61,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,light bulbs 3000k,1,kw,14,1,892.24,0,39.37,-0.8,73,1,892.24,74.19,0.16,-1.78,13,1,892.24,12.14,2.92,-1.73,1,18,0,0,0,-2.79,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,3000k light bulbs,1,kw,16,1,530.97,0,26.48,-0.77,65,1,530.97,65.57,0.16,-1.75,14,1,530.97,13.15,1.86,-1.7,1,15,0,0,0,-2.76,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,led light bulb 3000k,1,kw,14,1,659.82,0,25.45,-1.51,68,1,659.82,68.77,0.11,-1.66,13,1,659.82,12.14,1.9,-1.63,1,15,0,0,0,-2.67,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,a15 light bulb,2,kw,17,1,3656.21,0,168.16,0,73,1,3656.21,74.19,0.7,-0.96,14,1,3656.21,13.15,11.29,-0.88,1,20,0,0,0,-1.99,4.09,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DR663QQB,B0D1KW9ZNG,a15 led bulb,2,kw,20,1,1147.03,0,51.07,-0.83,79,1,1147.03,80.89,0.18,-0.97,17,1,1147.03,16.19,3.13,-0.93,1,25,0,0,0,-1.99,4.09,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR663QQB,B0D1KW9ZNG,clear light bulbs,3,sr_rc,100,86.5,4.87,0,0,-3.73,100,113.36,2.25,140.88,0,-3.78,100,40.86,19.06,140.88,0,-3.7,1,159,0,0,0,-3.79,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR663QQB,B0D1KW9ZNG,decorative led light bulbs,4,sr_rc,83,104.86,0.38,0,0,-1.98,100,121.77,0.24,140.88,0,-1.99,100,55.64,1.38,140.88,0,-1.98,1,171,0,0,0,-1.99,4.09,2.2,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
FALSE,B0DR663QQB,B0D1KW9ZNG,e26 led bulb 60 watt dimmable,5,sr_rc,100,82.71,9.84,0,0.01,-2.29,100,102.11,5.53,140.88,0,-2.47,100,33.82,48.17,140.88,0,-2.26,1,151,0,0,0,-2.48,4.09,2.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
TRUE,B0DJ3M6HYQ,B0C8CLSSXK,2x4 led flat panel light,1,kw,3,1,5963.82,0,51.17,-0.89,18,1,5963.82,17.3,2.32,-0.98,3,1,5963.82,2.03,16.87,-0.93,1,2,0,0,0,-1.99,3.41,1.1,107,9f440b6d-b2d5-43eb-9f24-a23f7a88ec07
